order_id,customer_id,material_id,qty,status,region,created_on
SO-0363,C-042,MAT-0222,20,Closed,East,2026-08-18 18:12:09
SO-0364,C-057,MAT-0289,28,Cancelled,West,2026-08-18 18:13:33
SO-0365,C-048,MAT-0409,47,Closed,Central,2026-08-18 18:13:10
SO-0366,C-046,MAT-0304,44,Closed,West,2026-08-18 18:12:05
SO-0367,C-047,MAT-0452,71,Closed,North,2026-08-18 18:12:36
SO-0368,C-018,MAT-0436,82,Closed,Central,2026-08-18 18:13:59
SO-0369,C-084,MAT-0176,6,Closed,East,2026-08-18 18:13:20
SO-0370,C-015,MAT-0381,48,Closed,Central,2026-08-18 18:12:06
SO-0371,C-023,MAT-0279,16,Cancelled,West,2026-08-18 18:13:05
SO-0372,C-040,MAT-0072,6,Closed,North,2026-08-18 18:13:12
SO-0373,C-092,MAT-0434,15,Open,Central,2026-08-18 18:14:24
SO-0374,C-052,MAT-0123,21,Cancelled,West,2026-08-18 18:12:23
SO-0375,C-008,MAT-0088,38,Cancelled,West,2026-08-18 18:12:26
SO-0376,C-012,MAT-0320,87,Cancelled,Central,2026-08-18 18:13:10
SO-0377,C-041,MAT-0138,39,Cancelled,North,2026-08-18 18:14:12
SO-0378,C-067,MAT-0066,38,Open,Central,2026-08-18 18:12:50
SO-0379,C-094,MAT-0048,39,Open,West,2026-08-18 18:14:07
SO-0380,C-010,MAT-0121,42,Cancelled,Central,2026-08-18 18:13:07
SO-0381,C-043,MAT-0044,88,Cancelled,West,2026-08-18 18:12:45
SO-0382,C-015,MAT-0301,22,Open,North,2026-08-18 18:14:43
SO-0383,C-053,MAT-0476,82,Closed,Central,2026-08-18 18:14:26
SO-0384,C-057,MAT-0170,15,Cancelled,South,2026-08-18 18:12:23
SO-0385,C-072,MAT-0423,85,Cancelled,West,2026-08-18 18:14:40
SO-0386,C-018,MAT-0355,19,Cancelled,Central,2026-08-18 18:13:42
SO-0387,C-049,MAT-0310,76,Cancelled,West,2026-08-18 18:14:16
SO-0388,C-024,MAT-0202,65,Open,North,2026-08-18 18:13:47
SO-0389,C-035,MAT-0028,95,Closed,South,2026-08-18 18:11:57
SO-0390,C-090,MAT-0445,96,Cancelled,North,2026-08-18 18:11:54
SO-0391,C-099,MAT-0086,86,Cancelled,North,2026-08-18 18:11:49
SO-0392,C-080,MAT-0180,25,Open,South,2026-08-18 18:11:55
SO-0393,C-094,MAT-0497,8,Open,South,2026-08-18 18:14:22
SO-0394,C-052,MAT-0197,2,Open,South,2026-08-18 18:12:46
SO-0395,C-079,MAT-0066,21,Closed,North,2026-08-18 18:12:35
SO-0396,C-063,MAT-0357,92,Open,East,2026-08-18 18:13:59
SO-0397,C-086,MAT-0228,61,Closed,North,2026-08-18 18:14:03
SO-0398,C-065,MAT-0048,65,Open,West,2026-08-18 18:14:02
SO-0399,C-093,MAT-0468,63,Open,East,2026-08-18 18:12:46
SO-0400,C-056,MAT-0454,74,Closed,South,2026-08-18 18:12:51
SO-0401,C-099,MAT-0457,37,Open,East,2026-08-18 18:13:01
SO-0402,C-002,MAT-0406,65,Open,East,2026-08-18 18:12:48
SO-0403,C-029,MAT-0163,45,Open,South,2026-08-18 18:14:24
SO-0404,C-038,MAT-0165,86,Closed,South,2026-08-18 18:13:13
SO-0405,C-097,MAT-0366,71,Cancelled,Central,2026-08-18 18:11:52
SO-0406,C-033,MAT-0057,45,Open,Central,2026-08-18 18:12:59
SO-0407,C-002,MAT-0282,32,Closed,Central,2026-08-18 18:13:50
SO-0408,C-060,MAT-0123,64,Cancelled,Central,2026-08-18 18:11:48
SO-0409,C-051,MAT-0456,71,Cancelled,West,2026-08-18 18:12:59
SO-0410,C-058,MAT-0458,96,Closed,West,2026-08-18 18:14:41
SO-0411,C-033,MAT-0355,65,Cancelled,West,2026-08-18 18:14:18
SO-0412,C-049,MAT-0254,10,Closed,North,2026-08-18 18:12:58
SO-0413,C-070,MAT-0257,93,Closed,West,2026-08-18 18:13:42
SO-0414,C-024,MAT-0164,43,Closed,North,2026-08-18 18:13:44
SO-0415,C-076,MAT-0308,98,Open,Central,2026-08-18 18:12:01
SO-0416,C-025,MAT-0465,16,Open,South,2026-08-18 18:12:16
SO-0417,C-029,MAT-0329,28,Open,East,2026-08-18 18:13:01
SO-0418,C-082,MAT-0273,40,Cancelled,East,2026-08-18 18:12:56
SO-0419,C-057,MAT-0077,63,Cancelled,West,2026-08-18 18:12:56
SO-0420,C-088,MAT-0258,100,Closed,North,2026-08-18 18:14:34
SO-0421,C-028,MAT-0068,13,Closed,East,2026-08-18 18:12:37
SO-0422,C-080,MAT-0323,18,Open,West,2026-08-18 18:13:02
SO-0423,C-054,MAT-0113,40,Cancelled,South,2026-08-18 18:13:20
SO-0424,C-028,MAT-0168,45,Open,East,2026-08-18 18:13:26
SO-0425,C-035,MAT-0204,90,Closed,South,2026-08-18 18:13:57
SO-0426,C-090,MAT-0095,87,Open,South,2026-08-18 18:13:50
SO-0427,C-100,MAT-0445,87,Open,North,2026-08-18 18:13:20
SO-0428,C-059,MAT-0341,2,Closed,West,2026-08-18 18:12:40
SO-0429,C-054,MAT-0182,42,Open,Central,2026-08-18 18:12:01
SO-0430,C-056,MAT-0062,14,Cancelled,West,2026-08-18 18:11:55
SO-0431,C-065,MAT-0027,84,Open,North,2026-08-18 18:12:17
SO-0432,C-047,MAT-0171,84,Cancelled,West,2026-08-18 18:13:26
SO-0433,C-007,MAT-0189,65,Open,East,2026-08-18 18:13:05
SO-0434,C-065,MAT-0442,32,Open,Central,2026-08-18 18:13:22
SO-0435,C-028,MAT-0394,94,Cancelled,West,2026-08-18 18:12:38
SO-0436,C-042,MAT-0470,73,Cancelled,South,2026-08-18 18:11:46
SO-0437,C-081,MAT-0004,78,Open,East,2026-08-18 18:14:42
SO-0438,C-022,MAT-0246,45,Open,South,2026-08-18 18:12:13
SO-0439,C-033,MAT-0404,10,Open,East,2026-08-18 18:12:39
SO-0440,C-088,MAT-0096,1,Cancelled,West,2026-08-18 18:12:33
SO-0441,C-028,MAT-0274,39,Open,West,2026-08-18 18:13:33
SO-0442,C-013,MAT-0104,10,Closed,North,2026-08-18 18:13:10
SO-0443,C-048,MAT-0301,88,Closed,West,2026-08-18 18:12:42
SO-0444,C-014,MAT-0238,67,Open,West,2026-08-18 18:12:55
SO-0445,C-090,MAT-0398,58,Closed,West,2026-08-18 18:13:07
SO-0446,C-001,MAT-0342,16,Cancelled,North,2026-08-18 18:14:34
SO-0447,C-059,MAT-0054,32,Cancelled,South,2026-08-18 18:12:34
SO-0448,C-005,MAT-0219,28,Open,West,2026-08-18 18:14:02
SO-0449,C-006,MAT-0050,18,Cancelled,South,2026-08-18 18:13:49
SO-0450,C-089,MAT-0106,35,Closed,South,2026-08-18 18:13:04
SO-0451,C-061,MAT-0133,76,Cancelled,North,2026-08-18 18:13:32
SO-0452,C-065,MAT-0026,83,Open,North,2026-08-18 18:13:36
SO-0453,C-030,MAT-0237,16,Closed,Central,2026-08-18 18:13:27
SO-0454,C-021,MAT-0455,49,Open,West,2026-08-18 18:11:58
SO-0455,C-019,MAT-0268,37,Closed,South,2026-08-18 18:11:52
SO-0456,C-081,MAT-0411,18,Closed,West,2026-08-18 18:13:18
SO-0457,C-095,MAT-0178,3,Closed,West,2026-08-18 18:14:29
SO-0458,C-020,MAT-0465,70,Open,South,2026-08-18 18:14:05
SO-0459,C-091,MAT-0003,89,Open,West,2026-08-18 18:14:10
SO-0460,C-045,MAT-0281,23,Open,North,2026-08-18 18:12:58
SO-0461,C-091,MAT-0400,18,Closed,Central,2026-08-18 18:14:28
SO-0462,C-037,MAT-0222,96,Open,East,2026-08-18 18:13:21
SO-0463,C-097,MAT-0092,7,Closed,East,2026-08-18 18:13:51
SO-0464,C-008,MAT-0351,79,Closed,South,2026-08-18 18:13:35
SO-0465,C-076,MAT-0289,75,Open,Central,2026-08-18 18:12:18
SO-0466,C-092,MAT-0130,6,Cancelled,North,2026-08-18 18:12:44
SO-0467,C-022,MAT-0234,43,Open,East,2026-08-18 18:13:52
SO-0468,C-070,MAT-0282,65,Open,Central,2026-08-18 18:12:42
SO-0469,C-064,MAT-0376,10,Open,North,2026-08-18 18:13:26
SO-0470,C-041,MAT-0072,60,Cancelled,South,2026-08-18 18:13:47
SO-0471,C-083,MAT-0339,61,Cancelled,West,2026-08-18 18:14:19
SO-0472,C-036,MAT-0474,47,Cancelled,West,2026-08-18 18:14:39
SO-0473,C-066,MAT-0304,53,Open,North,2026-08-18 18:14:20
SO-0474,C-090,MAT-0332,71,Cancelled,East,2026-08-18 18:12:00
SO-0475,C-039,MAT-0434,25,Open,Central,2026-08-18 18:11:48
SO-0476,C-021,MAT-0483,49,Open,Central,2026-08-18 18:14:23
SO-0477,C-012,MAT-0353,29,Closed,East,2026-08-18 18:13:46
SO-0478,C-070,MAT-0113,52,Open,Central,2026-08-18 18:14:43
SO-0479,C-061,MAT-0154,92,Open,East,2026-08-18 18:14:20
SO-0480,C-051,MAT-0328,42,Closed,South,2026-08-18 18:11:59
SO-0481,C-071,MAT-0167,42,Open,West,2026-08-18 18:12:56
SO-0482,C-075,MAT-0217,18,Closed,East,2026-08-18 18:13:24
SO-0483,C-051,MAT-0367,40,Open,Central,2026-08-18 18:13:30
SO-0484,C-087,MAT-0364,80,Cancelled,Central,2026-08-18 18:12:11
SO-0485,C-094,MAT-0102,17,Open,West,2026-08-18 18:12:10
SO-0486,C-058,MAT-0065,6,Closed,Central,2026-08-18 18:13:10
SO-0487,C-031,MAT-0166,75,Cancelled,South,2026-08-18 18:12:34
SO-0488,C-037,MAT-0137,90,Cancelled,North,2026-08-18 18:11:59
SO-0489,C-053,MAT-0186,59,Open,West,2026-08-18 18:14:17
SO-0490,C-038,MAT-0491,90,Closed,South,2026-08-18 18:11:51
SO-0491,C-078,MAT-0324,9,Closed,East,2026-08-18 18:13:44
SO-0492,C-020,MAT-0311,50,Cancelled,East,2026-08-18 18:12:12
SO-0493,C-034,MAT-0290,45,Open,North,2026-08-18 18:14:21
SO-0494,C-055,MAT-0213,69,Open,South,2026-08-18 18:12:19
SO-0495,C-058,MAT-0433,21,Open,West,2026-08-18 18:11:57
SO-0496,C-020,MAT-0134,67,Open,North,2026-08-18 18:13:58
SO-0497,C-024,MAT-0498,31,Closed,Central,2026-08-18 18:13:27
SO-0498,C-094,MAT-0225,84,Open,Central,2026-08-18 18:12:26
SO-0499,C-069,MAT-0056,80,Cancelled,East,2026-08-18 18:14:39
SO-0500,C-085,MAT-0467,70,Cancelled,Central,2026-08-18 18:13:53
SO-0501,C-078,MAT-0134,18,Cancelled,Central,2026-08-18 18:12:01
SO-0502,C-003,MAT-0035,63,Closed,East,2026-08-18 18:14:16
SO-0503,C-027,MAT-0317,73,Open,Central,2026-08-18 18:11:58
SO-0504,C-040,MAT-0461,23,Cancelled,Central,2026-08-18 18:12:11
SO-0505,C-028,MAT-0057,11,Open,West,2026-08-18 18:13:57
SO-0506,C-090,MAT-0480,87,Cancelled,North,2026-08-18 18:12:03
SO-0507,C-034,MAT-0336,84,Open,Central,2026-08-18 18:11:59
SO-0508,C-100,MAT-0174,11,Closed,Central,2026-08-18 18:13:29
SO-0509,C-081,MAT-0073,52,Open,East,2026-08-18 18:14:07
SO-0510,C-044,MAT-0214,99,Closed,South,2026-08-18 18:13:49
SO-0511,C-015,MAT-0298,10,Open,Central,2026-08-18 18:13:48
SO-0512,C-097,MAT-0272,64,Cancelled,North,2026-08-18 18:13:23
SO-0513,C-034,MAT-0329,36,Open,North,2026-08-18 18:12:15
SO-0514,C-071,MAT-0486,87,Closed,Central,2026-08-18 18:14:04
SO-0515,C-013,MAT-0373,49,Closed,South,2026-08-18 18:12:57
SO-0516,C-002,MAT-0358,20,Cancelled,South,2026-08-18 18:13:59
SO-0517,C-043,MAT-0070,39,Closed,Central,2026-08-18 18:12:05
SO-0518,C-083,MAT-0126,32,Open,South,2026-08-18 18:11:47
SO-0519,C-027,MAT-0292,9,Open,West,2026-08-18 18:14:20
SO-0520,C-088,MAT-0091,73,Cancelled,North,2026-08-18 18:11:53
SO-0521,C-083,MAT-0075,96,Cancelled,Central,2026-08-18 18:13:16
SO-0522,C-069,MAT-0485,13,Closed,Central,2026-08-18 18:13:52
SO-0523,C-008,MAT-0331,42,Open,Central,2026-08-18 18:11:51
SO-0524,C-029,MAT-0398,88,Closed,East,2026-08-18 18:12:42
SO-0525,C-023,MAT-0312,81,Closed,South,2026-08-18 18:13:08
SO-0526,C-022,MAT-0312,82,Open,Central,2026-08-18 18:12:05
SO-0527,C-067,MAT-0307,37,Open,North,2026-08-18 18:14:37
SO-0528,C-001,MAT-0465,60,Open,East,2026-08-18 18:13:30
SO-0529,C-090,MAT-0345,11,Open,West,2026-08-18 18:12:58
SO-0530,C-056,MAT-0059,82,Open,South,2026-08-18 18:13:15
SO-0531,C-059,MAT-0074,36,Closed,North,2026-08-18 18:13:29
SO-0532,C-035,MAT-0223,69,Open,West,2026-08-18 18:12:13
SO-0533,C-027,MAT-0301,74,Closed,West,2026-08-18 18:12:39
SO-0534,C-005,MAT-0080,66,Cancelled,South,2026-08-18 18:14:08
SO-0535,C-002,MAT-0353,70,Open,East,2026-08-18 18:13:51
SO-0536,C-073,MAT-0319,91,Cancelled,Central,2026-08-18 18:13:03
SO-0537,C-005,MAT-0393,48,Cancelled,East,2026-08-18 18:14:43
SO-0538,C-026,MAT-0497,66,Open,East,2026-08-18 18:12:30
SO-0539,C-076,MAT-0003,39,Closed,West,2026-08-18 18:12:13
SO-0540,C-057,MAT-0216,45,Cancelled,Central,2026-08-18 18:12:22
SO-0541,C-057,MAT-0113,64,Cancelled,Central,2026-08-18 18:14:22
SO-0542,C-061,MAT-0010,33,Open,South,2026-08-18 18:12:49
SO-0543,C-048,MAT-0414,12,Open,East,2026-08-18 18:12:45
SO-0544,C-055,MAT-0183,97,Closed,South,2026-08-18 18:11:48
SO-0545,C-019,MAT-0323,32,Closed,East,2026-08-18 18:12:26
SO-0546,C-063,MAT-0471,41,Closed,Central,2026-08-18 18:14:05
SO-0547,C-023,MAT-0269,80,Cancelled,South,2026-08-18 18:12:45
SO-0548,C-043,MAT-0384,59,Closed,West,2026-08-18 18:14:38
SO-0549,C-025,MAT-0135,93,Cancelled,East,2026-08-18 18:12:48
SO-0550,C-011,MAT-0202,18,Closed,South,2026-08-18 18:13:28
SO-0551,C-001,MAT-0394,20,Cancelled,North,2026-08-18 18:14:04
SO-0552,C-031,MAT-0264,40,Closed,Central,2026-08-18 18:14:12
SO-0553,C-096,MAT-0498,70,Open,West,2026-08-18 18:12:28
SO-0554,C-018,MAT-0467,35,Closed,East,2026-08-18 18:14:19
SO-0555,C-094,MAT-0388,92,Open,West,2026-08-18 18:13:40
SO-0556,C-084,MAT-0161,3,Cancelled,North,2026-08-18 18:14:31
SO-0557,C-064,MAT-0327,16,Cancelled,West,2026-08-18 18:13:22
SO-0558,C-092,MAT-0463,92,Cancelled,West,2026-08-18 18:13:24
SO-0559,C-087,MAT-0043,77,Cancelled,West,2026-08-18 18:12:00
SO-0560,C-035,MAT-0120,38,Closed,Central,2026-08-18 18:11:59
SO-0561,C-086,MAT-0023,52,Closed,West,2026-08-18 18:14:31
SO-0562,C-016,MAT-0341,20,Open,East,2026-08-18 18:14:08
SO-0563,C-020,MAT-0155,3,Open,Central,2026-08-18 18:14:37
SO-0564,C-041,MAT-0028,44,Open,South,2026-08-18 18:11:59
SO-0565,C-072,MAT-0085,52,Cancelled,South,2026-08-18 18:14:42
SO-0566,C-049,MAT-0332,50,Cancelled,Central,2026-08-18 18:12:16
SO-0567,C-089,MAT-0099,77,Open,West,2026-08-18 18:12:32
SO-0568,C-081,MAT-0289,56,Cancelled,North,2026-08-18 18:12:09
SO-0569,C-028,MAT-0385,14,Closed,West,2026-08-18 18:14:14
SO-0570,C-027,MAT-0246,69,Cancelled,West,2026-08-18 18:13:05
SO-0571,C-036,MAT-0369,14,Open,Central,2026-08-18 18:12:00
SO-0572,C-055,MAT-0228,35,Closed,Central,2026-08-18 18:12:24
SO-0573,C-052,MAT-0444,80,Cancelled,Central,2026-08-18 18:13:16
SO-0574,C-085,MAT-0049,57,Cancelled,North,2026-08-18 18:12:40
SO-0575,C-086,MAT-0351,58,Closed,Central,2026-08-18 18:11:52
SO-0576,C-031,MAT-0152,69,Closed,Central,2026-08-18 18:13:51
SO-0577,C-013,MAT-0403,68,Open,Central,2026-08-18 18:14:15
SO-0578,C-019,MAT-0018,11,Open,North,2026-08-18 18:12:50
SO-0579,C-081,MAT-0122,53,Open,East,2026-08-18 18:13:52
SO-0580,C-011,MAT-0035,75,Cancelled,Central,2026-08-18 18:12:26
SO-0581,C-057,MAT-0066,29,Open,North,2026-08-18 18:14:09
SO-0582,C-059,MAT-0469,58,Open,East,2026-08-18 18:14:18
SO-0583,C-069,MAT-0398,76,Closed,East,2026-08-18 18:12:48
SO-0584,C-084,MAT-0409,45,Closed,Central,2026-08-18 18:12:11
SO-0585,C-042,MAT-0494,2,Open,South,2026-08-18 18:11:57
SO-0586,C-097,MAT-0488,84,Open,West,2026-08-18 18:14:06
SO-0587,C-004,MAT-0424,91,Open,South,2026-08-18 18:13:04
SO-0588,C-079,MAT-0391,25,Cancelled,Central,2026-08-18 18:13:27
SO-0589,C-037,MAT-0338,8,Open,North,2026-08-18 18:13:16
SO-0590,C-051,MAT-0052,44,Closed,South,2026-08-18 18:13:10
SO-0591,C-035,MAT-0062,10,Closed,West,2026-08-18 18:13:53
SO-0592,C-002,MAT-0095,2,Cancelled,West,2026-08-18 18:12:35
SO-0593,C-020,MAT-0465,50,Closed,Central,2026-08-18 18:13:28
SO-0594,C-060,MAT-0477,55,Cancelled,North,2026-08-18 18:12:38
SO-0595,C-023,MAT-0397,54,Cancelled,South,2026-08-18 18:13:59
SO-0596,C-067,MAT-0212,75,Open,East,2026-08-18 18:14:21
SO-0597,C-036,MAT-0315,54,Open,North,2026-08-18 18:13:37
SO-0598,C-075,MAT-0116,33,Closed,East,2026-08-18 18:13:26
SO-0599,C-035,MAT-0339,57,Cancelled,South,2026-08-18 18:11:49
SO-0600,C-080,MAT-0033,82,Cancelled,North,2026-08-18 18:14:45
SO-0601,C-060,MAT-0144,98,Open,South,2026-08-18 18:14:04
SO-0602,C-066,MAT-0097,73,Open,Central,2026-08-18 18:12:30
SO-0603,C-030,MAT-0169,91,Closed,Central,2026-08-18 18:13:08
SO-0604,C-001,MAT-0295,83,Cancelled,West,2026-08-18 18:13:25
SO-0605,C-080,MAT-0490,10,Open,North,2026-08-18 18:14:18
SO-0606,C-029,MAT-0197,29,Closed,East,2026-08-18 18:14:24
SO-0607,C-026,MAT-0356,17,Open,North,2026-08-18 18:13:01
SO-0608,C-018,MAT-0064,37,Open,Central,2026-08-18 18:12:27
SO-0609,C-078,MAT-0424,40,Closed,East,2026-08-18 18:12:50
SO-0610,C-056,MAT-0178,90,Open,North,2026-08-18 18:13:27
SO-0611,C-072,MAT-0407,32,Closed,West,2026-08-18 18:14:10
SO-0612,C-083,MAT-0408,16,Open,West,2026-08-18 18:12:33
SO-0613,C-037,MAT-0285,65,Closed,East,2026-08-18 18:12:04
SO-0614,C-040,MAT-0335,84,Open,East,2026-08-18 18:13:21
SO-0615,C-093,MAT-0183,29,Cancelled,South,2026-08-18 18:12:30
SO-0616,C-003,MAT-0004,27,Closed,West,2026-08-18 18:12:04
SO-0617,C-072,MAT-0355,56,Closed,Central,2026-08-18 18:14:10
SO-0618,C-035,MAT-0445,62,Cancelled,East,2026-08-18 18:14:27
SO-0619,C-083,MAT-0177,17,Open,East,2026-08-18 18:14:00
SO-0620,C-100,MAT-0285,82,Open,North,2026-08-18 18:12:00
SO-0621,C-086,MAT-0097,88,Closed,Central,2026-08-18 18:12:12
SO-0622,C-009,MAT-0253,68,Open,North,2026-08-18 18:12:39
SO-0623,C-056,MAT-0361,72,Closed,Central,2026-08-18 18:13:18
SO-0624,C-007,MAT-0318,83,Open,East,2026-08-18 18:12:51
SO-0625,C-063,MAT-0151,100,Cancelled,North,2026-08-18 18:12:50
SO-0626,C-025,MAT-0160,93,Cancelled,West,2026-08-18 18:14:10
SO-0627,C-022,MAT-0118,59,Closed,South,2026-08-18 18:14:30
SO-0628,C-033,MAT-0086,95,Cancelled,Central,2026-08-18 18:13:02
SO-0629,C-027,MAT-0141,72,Closed,South,2026-08-18 18:13:53
SO-0630,C-064,MAT-0175,91,Closed,South,2026-08-18 18:12:05
SO-0631,C-013,MAT-0130,72,Open,West,2026-08-18 18:12:21
SO-0632,C-007,MAT-0320,73,Cancelled,Central,2026-08-18 18:12:32
SO-0633,C-054,MAT-0329,36,Cancelled,West,2026-08-18 18:13:51
SO-0634,C-076,MAT-0308,72,Closed,East,2026-08-18 18:14:15
SO-0635,C-004,MAT-0493,58,Cancelled,Central,2026-08-18 18:12:38
SO-0636,C-048,MAT-0117,61,Cancelled,Central,2026-08-18 18:13:10
SO-0637,C-078,MAT-0352,36,Open,North,2026-08-18 18:12:38
SO-0638,C-096,MAT-0093,91,Closed,South,2026-08-18 18:13:16
SO-0639,C-055,MAT-0485,45,Cancelled,West,2026-08-18 18:13:15
SO-0640,C-066,MAT-0481,39,Cancelled,Central,2026-08-18 18:13:49
SO-0641,C-004,MAT-0035,75,Open,Central,2026-08-18 18:12:18
SO-0642,C-099,MAT-0050,65,Open,West,2026-08-18 18:14:23
SO-0643,C-018,MAT-0352,57,Open,South,2026-08-18 18:14:36
SO-0644,C-062,MAT-0180,43,Closed,North,2026-08-18 18:13:01
SO-0645,C-069,MAT-0404,99,Open,South,2026-08-18 18:14:16
SO-0646,C-066,MAT-0070,71,Closed,North,2026-08-18 18:13:22
SO-0647,C-096,MAT-0332,75,Closed,South,2026-08-18 18:12:40
SO-0648,C-003,MAT-0195,93,Open,East,2026-08-18 18:13:39
SO-0649,C-023,MAT-0014,27,Closed,North,2026-08-18 18:11:53
SO-0650,C-091,MAT-0096,84,Closed,Central,2026-08-18 18:13:43
SO-0651,C-029,MAT-0023,99,Cancelled,West,2026-08-18 18:13:29
SO-0652,C-036,MAT-0121,48,Open,North,2026-08-18 18:12:05
SO-0653,C-009,MAT-0409,49,Cancelled,West,2026-08-18 18:12:08
SO-0654,C-086,MAT-0125,89,Cancelled,West,2026-08-18 18:12:26
SO-0655,C-010,MAT-0401,7,Open,Central,2026-08-18 18:13:50
SO-0656,C-067,MAT-0168,41,Closed,Central,2026-08-18 18:14:41
SO-0657,C-041,MAT-0127,17,Cancelled,North,2026-08-18 18:13:08
SO-0658,C-092,MAT-0283,63,Open,Central,2026-08-18 18:12:26
SO-0659,C-061,MAT-0217,83,Closed,East,2026-08-18 18:13:55
SO-0660,C-046,MAT-0380,28,Closed,North,2026-08-18 18:13:44
SO-0661,C-010,MAT-0311,25,Open,East,2026-08-18 18:12:20
SO-0662,C-085,MAT-0389,12,Cancelled,West,2026-08-18 18:12:01
SO-0663,C-001,MAT-0434,42,Open,East,2026-08-18 18:13:37
SO-0664,C-095,MAT-0321,10,Open,West,2026-08-18 18:13:22
SO-0665,C-070,MAT-0379,2,Open,West,2026-08-18 18:14:12
SO-0666,C-093,MAT-0301,24,Open,North,2026-08-18 18:12:28
SO-0667,C-050,MAT-0187,49,Cancelled,Central,2026-08-18 18:14:32
SO-0668,C-012,MAT-0178,100,Cancelled,Central,2026-08-18 18:14:32
SO-0669,C-083,MAT-0376,34,Cancelled,North,2026-08-18 18:12:21
SO-0670,C-099,MAT-0104,74,Cancelled,South,2026-08-18 18:12:10
SO-0671,C-098,MAT-0497,67,Closed,Central,2026-08-18 18:13:38
SO-0672,C-079,MAT-0056,19,Closed,East,2026-08-18 18:13:24
SO-0673,C-046,MAT-0456,53,Cancelled,Central,2026-08-18 18:14:00
SO-0674,C-069,MAT-0067,60,Closed,Central,2026-08-18 18:12:00
SO-0675,C-072,MAT-0166,31,Open,North,2026-08-18 18:13:08
SO-0676,C-039,MAT-0248,21,Cancelled,Central,2026-08-18 18:14:17
SO-0677,C-091,MAT-0404,43,Closed,West,2026-08-18 18:13:19
SO-0678,C-036,MAT-0199,87,Cancelled,South,2026-08-18 18:13:39
SO-0679,C-023,MAT-0419,66,Closed,West,2026-08-18 18:14:09
SO-0680,C-080,MAT-0437,8,Closed,East,2026-08-18 18:12:06
SO-0681,C-071,MAT-0412,19,Open,Central,2026-08-18 18:12:49
SO-0682,C-019,MAT-0235,29,Open,North,2026-08-18 18:12:09
SO-0683,C-031,MAT-0361,49,Open,South,2026-08-18 18:13:42
SO-0684,C-069,MAT-0256,87,Closed,Central,2026-08-18 18:14:37
SO-0685,C-055,MAT-0215,9,Closed,West,2026-08-18 18:13:23
SO-0686,C-083,MAT-0470,28,Open,East,2026-08-18 18:13:46
SO-0687,C-014,MAT-0358,8,Closed,South,2026-08-18 18:12:08
SO-0688,C-027,MAT-0269,5,Closed,South,2026-08-18 18:13:56
SO-0689,C-013,MAT-0421,43,Closed,East,2026-08-18 18:12:53
SO-0690,C-024,MAT-0220,61,Closed,West,2026-08-18 18:12:42
SO-0691,C-070,MAT-0250,31,Closed,South,2026-08-18 18:12:30
SO-0692,C-090,MAT-0372,15,Closed,North,2026-08-18 18:14:31
SO-0693,C-004,MAT-0417,2,Open,East,2026-08-18 18:13:23
SO-0694,C-091,MAT-0407,9,Cancelled,West,2026-08-18 18:13:05
SO-0695,C-083,MAT-0126,26,Open,East,2026-08-18 18:13:01
SO-0696,C-066,MAT-0461,28,Open,South,2026-08-18 18:12:30
SO-0697,C-041,MAT-0402,77,Open,North,2026-08-18 18:13:19
SO-0698,C-074,MAT-0112,14,Closed,West,2026-08-18 18:12:32
SO-0699,C-021,MAT-0340,81,Closed,North,2026-08-18 18:12:15
SO-0700,C-069,MAT-0176,33,Cancelled,East,2026-08-18 18:14:10
SO-0701,C-011,MAT-0195,80,Cancelled,West,2026-08-18 18:12:42
SO-0702,C-071,MAT-0245,31,Open,North,2026-08-18 18:12:04
SO-0703,C-027,MAT-0004,25,Open,North,2026-08-18 18:14:43
SO-0704,C-032,MAT-0370,58,Closed,Central,2026-08-18 18:12:29
SO-0705,C-001,MAT-0332,22,Open,South,2026-08-18 18:12:39
SO-0706,C-001,MAT-0022,37,Closed,East,2026-08-18 18:13:16
SO-0707,C-093,MAT-0359,1,Closed,South,2026-08-18 18:14:32
SO-0708,C-040,MAT-0399,86,Cancelled,West,2026-08-18 18:12:26
SO-0709,C-003,MAT-0352,28,Open,North,2026-08-18 18:12:24
SO-0710,C-083,MAT-0152,41,Cancelled,South,2026-08-18 18:14:19
SO-0711,C-068,MAT-0120,20,Open,Central,2026-08-18 18:14:04
SO-0712,C-033,MAT-0133,14,Open,East,2026-08-18 18:13:08
SO-0713,C-028,MAT-0408,86,Closed,West,2026-08-18 18:14:01
SO-0714,C-030,MAT-0120,81,Cancelled,South,2026-08-18 18:12:46
SO-0715,C-093,MAT-0111,15,Closed,East,2026-08-18 18:12:00
SO-0716,C-018,MAT-0376,44,Open,West,2026-08-18 18:12:18
SO-0717,C-100,MAT-0118,67,Cancelled,East,2026-08-18 18:12:03
SO-0718,C-069,MAT-0193,23,Cancelled,Central,2026-08-18 18:12:29
SO-0719,C-026,MAT-0048,40,Open,South,2026-08-18 18:13:42
SO-0720,C-010,MAT-0346,75,Open,South,2026-08-18 18:13:39
SO-0721,C-024,MAT-0166,15,Cancelled,West,2026-08-18 18:12:09
SO-0722,C-003,MAT-0454,84,Cancelled,North,2026-08-18 18:12:57
SO-0723,C-089,MAT-0221,26,Cancelled,East,2026-08-18 18:12:46
SO-0724,C-039,MAT-0413,31,Closed,North,2026-08-18 18:13:48
SO-0725,C-052,MAT-0095,94,Open,North,2026-08-18 18:11:53
